subject_num,iteration,c7_disp/cm,sa_disp/cm,time/s,accuracy/cm,parameter,cost
5,37,1.41,3.04,2.53,0.3,1.56,5.61
5,38,-0.94,1.8,4.97,0.27,1.52,2.05
5,39,3.98,4.1,4.1,0.32,1.46,16.34
5,40,-2.81,1.65,3.29,0.29,1.42,5.31
5,41,-0.28,2.54,2.91,0.44,1.43,3.27
5,42,5.24,3.87,2.68,0.46,1.47,21.21
5,43,1.31,4.29,2.66,0.37,1.53,10.07
5,44,-0.8,2.72,2.59,0.37,1.57,4.01
5,45,0.7,2.73,2.45,0.32,1.57,3.98
5,46,0.89,3.31,2.68,0.21,1.53,5.88
5,47,0.09,3.36,2.75,0.21,1.47,5.64
5,48,0.56,3.17,2.37,0.2,1.43,5.17
5,49,0.89,3.91,3.45,0.27,1.43,8.06
5,50,0.42,3.33,2.6,0.37,1.48,5.62
5,51,0.94,2.78,3.08,0.19,1.55,4.31
5,52,-0.23,2.52,4.53,0.35,1.6,3.21
5,53,2.81,3.57,2.53,0.24,1.6,10.31
5,54,2.16,4.31,2.79,0.27,1.57,11.6
5,55,1.31,5.21,2.89,0.39,1.52,14.42
5,56,0.98,3.36,2.77,0.22,1.48,6.12
5,57,0.94,3.2,3.73,0.36,1.48,5.56
5,58,12.12,3.31,2.72,0.14,1.53,78.96
5,59,-0.94,3.5,3.25,0.39,1.59,6.57
5,60,5.89,4.37,2.93,0.36,1.63,26.9
5,61,6.54,3.23,3.07,0.31,1.63,26.61
5,62,1.22,2.54,3.84,0.34,1.59,3.97
5,63,0.56,2.8,2.68,0.35,1.51,4.07
5,64,-0.09,3.28,4.31,0.34,1.46,5.38
5,65,5.24,3.02,2.98,0.27,1.46,18.3
5,66,0.19,2.2,2.69,0.23,1.51,2.44
5,67,-0.42,2.59,2.64,0.32,1.57,3.44
5,68,-0.38,1.58,2.63,0.27,1.63,1.33
5,69,0.56,2.2,2.35,0.33,1.65,2.58
5,70,1.17,1.86,2.35,0.35,1.63,2.42
5,71,-0.56,2.01,2.39,0.32,1.59,2.17
5,72,1.41,2.83,6.16,0.38,1.58,4.99
5,73,2.3,2.1,2.85,0.42,1.6,4.85
5,74,2.3,3.09,3.1,0.46,1.66,7.4
5,75,1.22,2.43,2.12,0.3,1.74,3.69
5,76,-1.36,2.86,3.61,0.42,1.79,5.02
5,77,-1.08,2.88,2.58,0.28,1.8,4.72
5,78,0,3.5,3.22,0.4,1.77,6.13
5,79,1.31,2.85,2.97,0.24,1.71,4.91
5,80,2.25,3.05,2.7,0.34,1.67,7.2
6,1,10.31,2.64,4.37,0.42,1,56.66
6,2,12.12,2.3,4.8,0.21,1.03,76.12
6,3,9.17,2.84,3.78,0.43,1.06,46.08
6,4,12.21,2.38,3.7,0.31,1.09,77.4
6,5,11.58,2.86,3.74,0.12,1.08,71.16
6,6,10.36,2.22,4.91,0.45,1.04,56.1
6,7,9.9,1.69,4.55,0.33,0.98,50.44
6,8,11.4,2.25,3.47,0.16,0.94,67.53
6,9,11.08,2.88,3.87,0.24,0.96,65.56
6,10,7.51,2.22,3.49,0.42,1.01,30.69
6,11,9.81,2.1,3.69,0.3,1.09,50.31
6,12,7.84,2.36,3.7,0.41,1.17,33.49
6,13,12.48,2.75,4.65,0.32,1.2,81.69
6,14,10.77,2.1,3.41,0.3,1.2,60.15
6,15,11.27,2.08,3.34,0.4,1.19,65.62
6,16,10.4,2.22,2.99,0.22,1.17,56.57
6,17,11.27,2,5.65,0.41,1.19,65.46
6,18,10.36,1.63,3.17,0.55,1.23,54.96
6,19,10.77,2.35,3.46,0.53,1.29,60.71
6,20,9.95,2.08,3.88,0.47,1.33,51.64
6,21,5.24,3.03,4.91,0.48,1.31,18.32
6,22,8.16,3.32,4.1,0.51,1.27,38.81
6,23,7.65,2,4.79,0.23,1.18,31.28
6,24,8.39,1.85,3.98,0.45,1.14,36.89
6,25,12.89,3.17,5.68,1.23,1.12,88.04
6,26,8.39,1.07,7.09,0.4,1.14,35.76
6,27,3.79,2.58,5.8,0.4,1.19,10.53
6,28,5.94,2.58,7.06,0.47,1.27,20.96
6,29,5.05,2.91,7.87,0.19,1.31,17
6,30,5.43,2.84,6.1,0.34,1.3,18.77
6,31,9.03,2.61,6.82,0.49,1.3,44.2
6,32,5.43,1.55,5.29,0.37,1.34,15.92
6,33,4.31,1.99,7.22,0.32,1.4,11.25
6,34,5.05,1.78,5.82,0.28,1.44,14.36
6,35,2.53,2.05,4.79,0.34,1.56,5.3
6,36,1.03,1.55,4.03,0.25,1.64,1.73
6,37,-0.19,0.85,4.45,0.34,1.66,0.38
6,38,0.98,1.85,3.55,0.32,1.63,2.19
6,39,1.31,1.94,4.82,0.29,1.58,2.74
6,40,1.5,1.61,3.94,0.28,1.53,2.42
6,41,2.58,1.96,3.75,0.29,1.51,5.24
6,42,2.48,2.21,4.42,0.34,1.54,5.52
6,43,2.3,2,5.41,0.53,1.58,4.64
6,44,0.33,2.28,3.8,0.11,1.59,2.66
6,45,2.11,1.53,4.79,0.2,1.57,3.4
6,46,2.48,2.46,4.53,0.45,1.5,6.1
6,47,2.3,1.67,4.73,0.08,1.42,4.04
6,48,1.03,1.7,3.75,0.38,1.36,1.98
6,49,4.73,2.7,3.91,0.37,1.35,14.83
6,50,3.75,2.11,3.74,0.27,1.38,9.25
6,51,4.07,2.03,4.34,0.26,1.43,10.37
6,52,6.36,3.01,4.59,0.36,1.47,24.74
6,53,1.83,2.42,5.13,0.44,1.47,4.61
6,54,2.25,2.19,3.98,0.27,1.43,4.93
6,55,1.13,2.28,5.17,0.31,1.37,3.24
6,56,0.98,3.32,5.27,0.3,1.32,6.01
6,57,-0.8,3.17,4.54,0.33,1.32,5.34
6,58,4.87,3.83,3.31,0.27,1.37,19.18
6,59,6.82,2.25,4.76,0.38,1.43,25.79
6,60,7.51,2.8,5.11,0.27,1.47,32.14
6,61,4.59,2.74,4.25,0.26,1.47,14.27
6,62,3.23,2.5,4.37,0.36,1.43,8.36
6,63,1.97,2.67,3.81,0.36,1.35,5.51
6,64,5.89,2.61,4.65,0.41,1.3,20.76
6,65,3.89,2.89,4.2,0.29,1.29,11.74
6,66,3.79,2.75,5.27,0.41,1.33,10.98
6,67,1.59,2.95,3.85,0.35,1.39,5.63
6,68,1.74,2.35,3.58,0.26,1.45,4.26
6,69,2.02,1.97,4.87,0.36,1.46,3.97
6,70,2.53,2.72,4.51,0.45,1.44,6.9
6,71,1.08,2.36,4.08,0.31,1.4,3.37
6,72,2.63,2.1,3.87,0.27,1.38,5.64
6,73,1.5,2.64,4.02,0.39,1.4,4.62
6,74,2.67,1.67,4.02,0.36,1.46,4.97
6,75,1.03,2.39,3.63,0.36,1.54,3.4
6,76,0.42,1.77,2.4,0.96,1.59,1.65
6,77,1.97,1.17,4.43,0.36,1.6,2.62
6,78,1.27,1.77,5.02,0.27,1.56,2.36
6,79,0.7,2.42,5.26,0.27,1.51,3.19
6,80,0.05,2.06,4.77,0.35,1.46,2.13
7,1,10.12,2.79,5.5,0.41,1,55.14
7,2,12.12,3.58,4.68,0.34,1.03,79.87
7,3,10.17,3.96,4.56,0.43,1.06,59.54
7,4,10.6,4.03,4.48,0.46,1.08,64.3
7,5,9.6,3.45,5.74,0.31,1.08,52
7,6,10.17,3.13,4.45,0.46,1.04,56.63
7,7,8.88,4.31,4.53,0.38,0.98,48.66
7,8,10.79,4.77,5.42,0.43,0.93,69.59
7,9,12.26,3.43,4.15,0.51,0.96,81.07
7,10,12.97,2.87,4.37,0.44,1.03,88.21
7,11,15.48,3.92,4.13,0.29,1.11,127.54
7,12,12.03,3.02,3.82,0.32,1.17,76.87
7,13,10.98,2.7,4.16,0.46,1.17,63.94
7,14,7.96,1.72,4.01,0.49,1.13,33.15
7,15,8.44,3.34,3.94,0.49,1.07,41.21
7,16,14,2.27,4.19,0.34,1.03,100.55
7,17,12.69,4.18,3.94,0.41,1.05,89.2
7,18,11.84,3.56,4.08,0.3,1.12,76.4
7,19,12.26,3.64,3.45,0.36,1.21,81.8
7,20,8.83,3.41,3.19,0.44,1.32,44.79
7,21,8.78,2.11,3.42,0.44,1.39,40.77
7,22,6.89,2.28,3.22,0.81,1.41,26.37
7,23,6.17,1.79,3.16,0.34,1.42,20.61
7,24,2.45,1.92,3.23,0.34,1.45,4.86
7,25,1.91,1.41,2.81,0.38,1.5,2.83
7,26,0,1.56,2.88,0.3,1.59,1.22
7,27,-0.83,0.92,3.82,0.26,1.69,0.77
7,28,4.61,2.93,3.09,0.29,1.77,14.89
7,29,2.11,2.32,3.13,0.38,1.78,4.92
7,30,2.75,2.21,3.26,0.27,1.74,6.21
7,31,4.8,2.66,3.18,0.4,1.67,15.07
7,32,2.4,2.7,3.39,0.36,1.62,6.53
7,33,-0.2,2.3,3.01,0.34,1.6,2.67
7,34,1.67,3.19,3.1,0.42,1.62,6.48
7,35,0.44,2.68,3.01,0.34,1.68,3.69
7,36,1.62,2.68,2.91,0.51,1.72,4.91
7,37,0.44,2.23,2.97,0.36,1.7,2.58
7,38,4.36,2.4,3.43,0.5,1.63,12.39
7,39,-0.49,1.66,3.51,0.39,1.56,1.5
7,40,3.19,2.3,2.86,0.31,1.5,7.73
7,41,3.14,2.57,3.06,0.35,1.48,8.22
7,42,3.87,2.04,3.13,0.28,1.52,9.58
7,43,0,0.99,3.09,0.29,1.57,0.49
7,44,1.13,1.91,2.53,0.24,1.61,2.45
7,45,1.62,1.81,2.49,0.35,1.61,2.95
7,46,3.78,1.85,2.91,0.41,1.57,8.83
7,47,8.01,1.77,2.17,0.36,1.52,33.63
7,48,4.12,1.56,2.59,0.37,1.48,9.7
7,49,5.24,1.79,2.83,0.19,1.48,15.34
7,50,3.97,2.78,2.55,0.33,1.52,11.74
7,51,4.02,2.17,2.71,0.3,1.6,10.44
7,52,1.77,2.38,2.43,0.34,1.67,4.39
7,53,3.48,2.53,2.57,0.38,1.69,9.26
7,54,1.08,2.79,2.68,0.29,1.65,4.49
7,55,-0.05,2.55,2.15,0.58,1.6,3.25
7,56,-0.34,1.51,2.93,0.36,1.56,1.19
7,57,1.72,2.15,2.47,0.24,1.55,3.79
7,58,2.45,2.23,3.04,0.41,1.59,5.49
7,59,1.28,1.75,2.37,0.39,1.64,2.35
7,60,0.88,2.02,2.52,0.31,1.67,2.43
7,61,2.21,2.45,2.93,0.33,1.65,5.45
7,62,7.81,3.69,3.9,1.83,1.6,37.36
7,63,3.78,0.71,3.57,0.34,1.54,7.38
7,64,6.99,2.06,3.06,0.41,1.5,26.55
7,65,2.26,1.7,3.43,0.26,1.5,3.99
7,66,3.97,2.11,2.87,0.26,1.54,10.12
7,67,3.58,1.92,2.7,0.44,1.61,8.26
7,68,-1.47,1.37,2.82,0.36,1.65,2.03
7,69,-0.49,3.06,2.99,0.49,1.65,4.8
7,70,0.25,2.49,3.3,0.34,1.61,3.14
7,71,-1.08,2.49,2.75,0.43,1.54,3.69
7,72,-2.36,2.42,3.59,0.22,1.49,5.69
7,73,5.83,3.58,5.3,0.32,1.49,23.38
7,74,2.21,3.1,3.48,0.38,1.52,7.23
7,75,-0.15,2.13,2.83,0.42,1.57,2.29
7,76,-0.25,2.51,3.22,0.03,1.62,3.18
7,77,3.04,3.02,2.88,0.41,1.63,9.18
7,78,-0.34,1.98,3.43,0.24,1.59,2.02
7,79,1.57,2.91,4.02,0.34,1.54,5.46
7,80,5.14,2.76,2.89,0.32,1.51,17.02
8,1,10.67,3.64,2.63,0.35,1,63.58
8,2,11.52,3.27,2.98,0.4,1.03,71.7
8,3,9.42,2.99,3.22,0.08,1.06,48.84
8,4,11.07,2.47,2.37,0.23,1.09,64.35
8,5,7.66,2.97,2.37,0.1,1.09,33.72
8,6,9.12,1.94,4.67,0.25,1.05,43.46
8,7,8.21,3.1,2.43,0.1,0.99,38.51
8,8,10.87,2.94,2.32,0.26,0.95,63.41
8,9,12.51,1.78,2.56,0.24,0.98,79.84
8,10,11.27,2.63,2.09,0.28,1.05,66.99
8,11,8.67,2.56,2.35,0.19,1.14,40.83
8,12,8.41,2.12,1.76,0.08,1.25,37.64
8,13,8.11,2.05,1.75,0.21,1.31,34.99
8,14,8.41,1.42,1.93,0.32,1.33,36.4
8,15,8.01,1.37,1.83,0.55,1.34,33.01
8,16,6.54,1.83,2.77,0.43,1.37,23.07
8,17,10.07,1.37,1.9,0.08,1.42,51.66
8,18,6.44,2.05,1.74,0.71,1.5,22.83
8,19,5.98,1.44,2.54,0.08,1.6,18.93
8,20,4.61,2.15,1.61,3.42,1.68,12.93
8,21,5.78,1.24,2.85,0.14,1.7,17.47
8,22,4.96,2.15,2.3,0.21,1.67,14.64
8,23,5.47,2.28,2.98,0.21,1.62,17.57
8,24,6.08,2.08,2.18,0.34,1.59,20.67
8,25,5.17,1.49,2.49,1.25,1.59,14.47
8,26,4.05,-0.16,2.95,0.05,1.63,8.2
8,27,3.84,1.6,1.98,0.1,1.69,8.66
8,28,3.59,2.03,2.92,0.28,1.72,8.49
8,29,1.59,1.65,2.23,0.81,1.71,2.63
8,30,3.28,1.37,2.56,0.08,1.66,6.31
8,31,7.05,1.44,2.18,1.62,1.59,25.87
8,32,2.77,0.38,3.32,0.37,1.54,3.9
8,33,3.64,1.64,2.76,0.27,1.54,7.95
8,34,4.76,1.29,2.8,0.28,1.59,12.17
8,35,2.15,1.31,2.87,0.14,1.65,3.18
8,36,2.61,0.92,2.83,0.21,1.69,3.84
8,37,3.23,0.58,6.83,0.14,1.69,5.37
8,38,6.24,1.04,2.66,0.21,1.64,19.99
8,39,2.1,1.62,2.15,0.38,1.58,3.52
8,40,4.3,1.29,2.64,0.3,1.54,10.09
8,41,4.25,1.04,2.82,0.26,1.54,9.57
8,42,6.03,1.55,2.22,0.37,1.58,19.39
8,43,4.2,2.4,2.57,0.28,1.64,11.7
8,44,5.52,1.67,1.94,0.22,1.68,16.65
8,45,3.94,1.69,2.02,0.21,1.67,9.2
8,46,3.28,1.55,1.9,0.27,1.63,6.57
8,47,4.5,1.67,3.07,0.43,1.56,11.54
8,48,5.27,2.01,2.47,0.37,1.51,15.91
8,49,5.27,1.03,2.7,0.19,1.51,14.41
8,50,5.12,0.76,2.2,0.1,1.55,13.38
8,51,3.43,0.81,2.21,0.13,1.61,6.22
8,52,1.95,0.92,2.44,0.14,1.66,2.32
8,53,1.44,0.86,2.42,0.78,1.67,1.4
8,54,2.2,0.95,2.45,0.13,1.64,2.88
8,55,2.82,0.95,2.38,0.2,1.6,4.43
8,56,1.44,0.88,2.73,0.3,1.58,1.42
8,57,3.79,1.29,2.8,0.04,1.59,8.02
8,58,3.28,1.22,2.59,0.5,1.65,6.12
8,59,3.02,0.61,2.7,0.46,1.72,4.76
8,60,3.53,1.76,2.71,0.19,1.77,7.8
8,61,0.46,1.24,3.67,0.14,1.78,0.88
8,62,-0.21,1.58,3.17,0.68,1.74,1.27
8,63,1.74,2.44,2.88,0.29,1.68,4.49
8,64,4.56,2.94,2.72,0.35,1.64,14.69
8,65,2.82,2.99,2.55,0.41,1.64,8.44
8,66,4.45,3.1,2.04,0.5,1.68,14.71
8,67,1.28,2.69,2.49,0.19,1.75,4.43
8,68,1.23,2.87,2.59,0.22,1.79,4.86
8,69,2,3.69,3.06,0.19,1.8,8.82
8,70,0.67,2.76,2.79,0.13,1.77,4.03
8,71,2.92,2.47,1.99,0.08,1.71,7.33
8,72,1.33,2.85,2.24,0.17,1.68,4.94
8,73,2.25,3.62,2.29,0.49,1.69,9.11
8,74,1.64,3.61,2.24,0.4,1.73,7.85
8,75,1.44,3.08,2.89,0.32,1.8,5.77
8,76,1.59,3.54,1.9,1.54,1.84,7.51
8,77,1.13,2.81,3.01,0.24,1.84,4.59
8,78,1.85,2.81,1.87,0.29,1.8,5.66
8,79,3.02,2.78,2.58,0.11,1.74,8.42
8,80,2.41,2.87,3,0.2,1.7,7.01
9,1,11.57,6.63,2.29,0.28,1,88.88
9,2,9.33,8.66,2.24,0.64,1.03,81.02
9,3,7.88,8.32,2.38,0.38,1.05,65.6
9,4,9.33,8.11,2.78,0.35,1.08,76.4
9,5,10.88,11.83,2.18,0.42,1.09,129.13
9,6,9.86,6.61,2.32,0.47,1.06,70.47
9,7,8.36,7.62,2.43,0.49,1.02,63.96
9,8,9.27,7.8,2.46,0.39,0.99,73.44
9,9,9.33,7.91,2.2,0.99,1,74.75
9,10,6.15,7.35,2.89,0.29,1.05,45.88
9,11,10.56,7.68,2.37,0.39,1.11,85.2
9,12,7.77,8.05,2.43,0.86,1.16,62.58
9,13,5.61,8.07,2.72,0.46,1.16,48.29
9,14,8.52,7.97,2.84,0.31,1.12,68.06
9,15,8.2,8.4,2.57,0.38,1.06,68.88
9,16,8.63,8.07,2.76,0.54,1.02,69.8
9,17,9.11,7.99,2.4,0.26,1.02,73.43
9,18,9.11,7.3,2.45,0.21,1.06,68.19
9,19,8.84,8.15,2.57,0.37,1.13,72.35
9,20,6.42,6.61,4.41,0.39,1.19,42.45
9,21,8.74,7.14,3.03,0.36,1.19,63.63
9,22,8.79,7.6,2.24,0.48,1.16,67.48
9,23,8.95,7.91,2.44,0.39,1.1,71.32
9,24,9.17,8.17,2.02,0.34,1.06,75.41
9,25,10.34,7.72,2.03,0.96,1.08,83.29
9,26,10.77,7.74,2.22,0.47,1.14,87.95
9,27,10.93,8.38,1.43,0.65,1.22,94.82
9,28,9.59,7.7,1.83,0.56,1.27,75.67
9,29,9.33,7.62,1.8,0.36,1.27,72.5
9,30,9.91,7.41,2.18,0.45,1.23,76.6
9,31,8.79,6.99,2.28,0.29,1.17,63.06
9,32,7.98,6.67,3.72,0.75,1.13,54.14
9,33,9.65,6.42,2.67,0.34,1.13,67.14
9,34,4.14,4.81,2.63,0.49,1.17,20.13
9,35,3.32,4.81,2.27,1.58,1.23,17.08
9,36,1.85,2.94,2.32,1.14,1.3,6.05
9,37,2.45,3.47,2.86,0.49,1.31,9.04
9,38,3.43,3.36,2.35,0.19,1.29,11.54
9,39,1.91,3.43,2.78,0.46,1.25,7.7
9,40,2.78,3.56,2.96,0.45,1.24,10.2
9,41,1.74,3.98,5.47,0.43,1.25,9.43
9,42,5.12,2.72,3.74,0.24,1.29,16.8
9,43,3,3.96,3.13,0.64,1.35,12.32
9,44,3.22,3.69,3.01,0.72,1.4,11.99
9,45,0.38,3.12,3.31,0.37,1.4,4.94
9,46,5.61,4.22,3.16,0.35,1.35,24.61
9,47,3,4.2,2.87,0.2,1.29,13.3
9,48,5.12,4.89,3.07,0.21,1.25,25.07
9,49,7.01,5.13,2.44,0.39,1.25,37.76
9,50,3.6,4.17,2.42,0.24,1.29,15.18
9,51,0.65,2.63,2.76,0.27,1.35,3.68
9,52,1.96,4,2.56,0.2,1.41,9.92
9,53,2.34,3.82,2.84,0.4,1.42,10.06
9,54,1.74,3.96,2.44,0.43,1.4,9.35
9,55,4.03,5.35,3.15,0.31,1.36,22.43
9,56,1.69,4.11,2.9,0.32,1.34,9.87
9,57,4.19,4.2,2.69,0.42,1.34,17.6
9,58,3.27,4.33,2.2,0.41,1.38,14.71
9,59,1.64,3.3,3.1,0.45,1.46,6.77
9,60,0.82,3.05,2.59,0.53,1.51,4.99
9,61,2.13,4.02,2.36,0.47,1.52,10.35
9,62,2.29,4.17,1.87,0.53,1.48,11.34
9,63,0.49,4.13,3.31,0.43,1.43,8.65
9,64,2.89,4.28,4.21,0.35,1.39,13.35
9,65,2.78,5.91,2.96,0.3,1.38,21.32
9,66,2.02,4.66,2.79,0.44,1.42,12.87
9,67,2.62,4.72,2.51,0.32,1.48,14.56
9,68,0.55,3.6,2.98,0.32,1.51,6.64
9,69,0.49,4.5,2.31,0.19,1.51,10.26
9,70,1.15,4.28,2.59,0.58,1.47,9.83
9,71,2.45,4.98,2.61,0.31,1.41,15.42
9,72,2.45,4.98,2.52,0.38,1.37,15.42
9,73,3.54,5.31,2.15,0.39,1.37,20.35
9,74,3.38,6.06,2.69,0.4,1.42,24.06
9,75,2.67,5.63,2.3,1.21,1.48,19.41
9,76,4.19,5.78,1.61,0.86,1.53,25.5
9,77,1.96,4.68,1.93,0.53,1.54,12.86
9,78,2.34,5.28,1.82,0.71,1.49,16.71
9,79,2.29,5.35,2.25,0.62,1.44,16.93
9,80,3.71,5.82,2.33,0.06,1.39,23.81
